,bestanswer,score,BusinessID,Rating,Cuisine,NumberOfReviews
1072,0.898314118,1,k2p78r6NOhYYb_5QOORGcA,4,japanese,156
1073,0.893196225,1,yb9o5T88FPUXYOzxyXlUcw,4,indian,226
1074,0.893383145,1,IxwuIDcpRa7EpQs7V481Ww,4,italian,134
1075,0.922055781,1,wjIyCBEpCG_HRp8veiI0YQ,4,japanese,810
1076,0.999991179,1,2UxAkvKkkWNwqZi9H0OzWw,5,thai,132
1077,0.065974109,0,75hwcHqtBI0x-Ej0OEklWA,3.5,chinese,145
1078,0.99899143,1,g4NwsmgkpdEMRvUmLzVLVA,4.5,mexican,115
1079,0.893255591,1,889z8wsV9R1X2CAp63wrsw,4,italian,131
1080,0.074162453,0,cUNFGQB2I3GI_vqy2OBW3Q,3.5,italian,234
1081,0.890352726,1,gsZUN1Vtpd3P7rdvANbrmg,4,indian,160
1082,0.902697802,1,6KcS6hc2j4kJi2XTGxC1eg,4,italian,362
1083,0.999166489,1,06tnwnEQM2j9A6dC3HC_TQ,4.5,italian,735
1084,0.063620619,0,2pnhIRBUw58PpN8CQEYiZA,3.5,chinese,58
1085,0.901561022,1,a93NwZxjkPQydJxR42oPyg,4,thai,44
1086,0.088728026,0,ePVlFbTzdVQFWie__kdplg,3.5,thai,382
1087,0.902712822,1,EXEDl7BOLZksz3Uy_RVFhw,4,japanese,266
1088,0.90398407,1,01eI6pT0doZiu0nm-Gl7RA,4,italian,395
1089,0.999163032,1,ZZxYVgodx2TxbYwh-0YU1w,4.5,mexican,533
1090,0.907430232,1,7MzisfVMYsZYTFJv9Unpzw,4,japanese,389
1091,0.085344389,0,uipFunIVqRWwopfEvrscyQ,3.5,mexican,383
1092,0.076192066,0,jwO3r6QVi_h9KxUFYetKuQ,3.5,japanese,203
1093,0.999989033,1,6lHhC-WND3Vs2DhTnDtgjQ,5,indian,10
1094,0.066637486,0,yDS7SUTAe6y3BYKdepIrbg,3.5,chinese,169
1095,0.999086976,1,abZ-mEvF6Tj4hfyIg0lKwQ,4.5,italian,531
1096,0.904270113,1,T2fE7hGS83Ba-QNCOqbK4A,4,japanese,306
1097,0.903362095,1,GnaeBuilZb_fU01v3wNhZw,4,italian,379
1098,0.900350213,1,HfVMTVjgxumjFpUF_T8mqg,4,mexican,110
1099,0.069566429,0,yx8cpBwPttpdBvm4V1EawQ,3.5,indian,176
1100,0.998749852,1,VQ5YGa4L4AT3ugF61hM9qQ,4.5,chinese,19
1101,0.910145581,1,a-gG1ZBVBM1VJ-Y9JLUnhA,4,mexican,366
1102,0.897305429,1,BRqPr7YpcQCu23e5i__Frw,4,mexican,35
1103,0.890466273,1,fL8LOuVbCzop2I9cGVvEUw,4,chinese,259
1104,0.078059494,0,67ooBJ3bSfM0Kbnl2xEx7g,3.5,thai,69
1105,0.063381739,0,w0pDi_iMZd5MqYQ7t5q1dQ,3.5,chinese,49
1106,0.999296069,1,BPZfuPvSxCfoppU4lPFm0Q,4.5,thai,825
1107,0.890674472,1,TmPsmR6rnId2Rxg1al1-cA,4,italian,71
1108,0.998964548,1,DY2wlHlgC5eHITs-d5rT4w,4.5,mexican,56
1109,0.000664138,0,Rta-_ALLo7g9xTUi23pmRw,3,indian,113
1110,0.917096972,1,1ZstLMeTotRyA8xo8Xa77w,4,thai,467
1111,0.998756528,1,_4UvguU5z2hMsHXlYedFXw,4.5,chinese,31
1112,0.086933784,0,dMrF98GlFYIPKYY5NVZHbw,3.5,italian,621
1113,0.903041005,1,YgVUJg4-aUsSu9dLhfF-3Q,4,mexican,178
1114,0.886187851,1,hfCU-GH8GP6vjAknXUyhKQ,4,indian,66
1115,0.085645027,0,03-WCL7HaShHkS5kAk6lVg,3.5,japanese,488
1116,0.000733665,0,qS15lSSIChNKBECO7uCi2g,3,mexican,47
1117,0.086656526,0,23NSOmpzzrJTfWmYk8Lp4A,3.5,thai,324
1118,0.000677489,0,ye-TSU-mu1Gd5TAJOpI5Mg,3,chinese,254
1119,0.883228064,1,F3dTT21cnXG3dB9vGQe9MQ,4,indian,1
1120,0.998947442,1,rJfGgBleDYCVq2rkBr_w-Q,4.5,italian,212
1121,0.895898223,1,tbyq3mdNFQrZPIuRmO0bQw,4,mexican,1
1122,5.29E-08,0,vHHVrNOhGDCbqzpYgKcUYw,2,indian,2
1123,0.063117072,0,vkgl6UT8e7PXoVZUhxXq8w,3.5,chinese,39
1124,0.898329377,1,vZE7WQQZaxQRJ0eOaAAItQ,4,mexican,60
1125,0.082542658,0,7wJTUI8NmBNmZoN4zrXCPw,3.5,thai,205
1126,0.999990702,1,iPaule2uCieebZk0rVFG1w,5,thai,6
1127,0.909531415,1,uDJw4dQiySoNCBoUalW1Ww,4,italian,542
1128,0.918477952,1,D3LtTiVtIPOcUT_bjxztRA,4,thai,508
1129,0.075671464,0,PZM0lwv0i0ZRpyzioRU8SA,3.5,mexican,90
1130,0.893442094,1,kIzVGUWS2b5H_b-G0Q0-0g,4,japanese,39
1131,0.998881042,1,KfHwEsirvgNwqqSSIZ4Kdg,4.5,italian,75
1132,0.078542933,0,e0HGXP2YlFtpgF6hy9dVdA,3.5,thai,84
1133,0.07229083,0,p9Mqv-KhO9oltVoz5w-9Tw,3.5,chinese,365
1134,0.074089408,0,_Hig4rf_SEAhq13eBdJ4CQ,3.5,indian,328
1135,0.902013779,1,jYhbUh1TV7SCfPxjIhVpcg,4,indian,441
1136,0.088187903,0,gr3wUszE1972q0GBkmwEXQ,3.5,thai,367
1137,5.79E-06,0,j7fFfjr8rIqXjfEJ4FUs2g,2.5,indian,4
1138,0.9045403,1,sl3aaBmXIxt9PzRkTdqxUQ,4,japanese,313
1139,0.081835642,0,cSzt3JMXamfaUBWkEEklOw,3.5,thai,184
1140,0.075118341,0,nSk_zCJESMKGLHyJTPPlZA,3.5,italian,265
1141,0.998971939,1,PWFK0nvJ23Xkk_B4C5Q4Aw,4.5,mexican,72
1142,0.065792397,0,mYu2soE6QEUYvIth0KL9HQ,3.5,indian,42
1143,0.000840682,0,u5zbsITgkFbAlRq0j-XE-g,3,italian,545
1144,0.896272302,1,UOYlGfGJgKvzvj16zrVuig,4,mexican,10
1145,0.905919015,1,7j6CGUCw93gEsYqSetCstw,4,japanese,349
1146,0.078428432,0,jG3XHl8Bkw5KEwAI93ciVw,3.5,indian,466
1147,0.998918414,1,KTP__UhbpKF-zA2ty-k6dA,4.5,italian,151
1148,0.998903155,1,JCewNUA2d-CHcVwz8ZbqlA,4.5,indian,216
1149,0.084559463,0,NzcI2h7qA-_edSaw0Jta4A,3.5,thai,264
1150,0.900535226,1,R-dUNNbtE0gJtK5iYjARJA,4,japanese,211
1151,0.998960376,1,ddFY9PpygYagv7-jVduB2Q,4.5,mexican,47
1152,0.062408,0,MnjB_RIJG0sDTk7dGggA4w,3.5,chinese,12
1153,0.075335957,0,GVOjDvKHLoo21n3Uip1ETg,3.5,italian,272
1154,0.907907844,1,hA5QUlrSjpxMZ90Kof0bgA,4,thai,209
1155,0.908168972,1,DNSFvZtdsqkaidmFSpm-Jw,4,thai,216
1156,0.075087339,0,0frCoaUJ_XWiz1BXiHBcwg,3.5,italian,264
1157,0.998987496,1,Ge9wqsI72Mvk375CPvXurw,4.5,thai,10
1158,0.000755926,0,nBQX8KJy0jBeDQhX8LlYFQ,3,mexican,114
1159,0.884237409,1,CflDIalFPdd7U3-fcq4Lkg,4,indian,23
1160,0.933374166,1,IJg3TdXz8IzKTfcspmr8MQ,4,thai,996
1161,0.079321966,0,zb78ua-FlfFRj8v082giBw,3.5,thai,108
1162,0.079504915,0,Ahx8GsuAGUl8TgqCWP7uXw,3.5,mexican,210
1163,0.998945892,1,N-yqacjOkrrXsGMgogmZWg,4.5,mexican,16
1164,0.0760279,0,fTpla27BQIfN5UWK6vjlQQ,3.5,thai,5
1165,0.101998568,0,d_TC6Om2EBTzHVm_lCgNtg,3.5,chinese,1209
1166,0.07558506,0,YE4pvo8ectzEaRYGqUgFcA,3.5,italian,280
1167,5.79E-06,0,0nPCpOj_okwdhrNcSL-Ztw,2.5,indian,5
1168,0.073119983,0,JRiHG5F7Dc3Ce1YKBet3wA,3.5,mexican,7
1169,0.081755415,0,Sd8cNodYP1fmeJ3BA_sTqw,3.5,mexican,278
1170,0.879711807,1,D-3KVI4IlQckxA5HMb81Kw,4,chinese,22
1171,0.078389019,0,zrjxk9o02-fs-hMcrAyaRQ,3.5,japanese,272
1172,0.071925841,0,XcfZqLrXdABSZLViQ34VTw,3.5,italian,160
1173,0.900799036,1,XfOa_KyrV7JSFJMOKckGMg,4,italian,314
1174,0.998876393,1,PEEw2ip9VrmiMBP4b6op_g,4.5,indian,162
1175,0.893255591,1,nTCFXqiQPTvDfnAxHfA64A,4,italian,131
1176,0.000820733,0,GzY2EjCmGNgvRd7IE20fTA,3,thai,202
1177,0.919276714,1,SSDOkx5enfRH3nsniS_2jA,4,thai,532
1178,5.67E-06,0,rHA9M0XOJL6O11xaEiDurA,2.5,chinese,53
1179,0.000695059,0,ZkpKRf_AenlKegg2-NSA3g,3,indian,215
1180,0.878716111,1,XDboe1zVxSRRMgHObYULSA,4,chinese,1
1181,0.99998939,1,iutTifH0Xy0UkN86vEvV2Q,5,italian,2
1182,0.89002043,1,aXPvbifX51u27Ls4gzftZw,4,italian,56
1183,0.960626245,1,C-8mGN7lt5rIraO5n-15ug,4,mexican,2335
1184,0.081822462,0,g2uaHoIX1e1Y2E63t6DLrg,3.5,mexican,280
1185,0.8994748,1,NkAUvrtAcnebxPB6zayjsg,4,italian,281
1186,0.908168972,1,rN347NNwQ0hDSlbedzI9BQ,4,thai,216
1187,0.946934104,1,J9UA6rzI5WW_cDGjwDnF5g,4,thai,1538
1188,0.999988437,1,WEa266y5CsANNqvyfG7elA,5,chinese,5
1189,0.076141328,0,#NAME?,3.5,mexican,105
1190,0.085365832,0,vAxm4dekBCfaRNoBYbx6OQ,3.5,japanese,480
1191,0.000607065,0,RBU_9Swt9H7dM-0jemDLJA,3,chinese,8
1192,0.893722773,1,tP7RR_9k9sDI2qGLlaaNNg,4,italian,142
1193,0.910342336,1,oowNI_aUmGEFa_VW8BFgRg,4,thai,275
1194,0.897520304,1,NqYET0OyJKGfm9dJG8iDcg,4,italian,233
1195,0.915522039,1,1851MMElaLteR03rnGAMlw,4,thai,421
1196,0.896438122,1,oXyPSK-GWPNv4W5ARFchMg,4,mexican,14
1197,0.890151441,1,eby9pE6FzmwjoYRVzDpzew,4,italian,59
1198,0.897889614,1,hot1lIebdQNau05onRum7w,4,italian,242
1199,0.07636866,0,LJwkhP2vjRKKjyuRY1ql4Q,3.5,italian,305
1200,0.912441671,1,6EskvVuvoQVyJ1CcRonIBQ,4,japanese,526
1201,0.883228064,1,GbBmq42FMVX5dOteBm9mvw,4,indian,1
1202,0.998773515,1,d6pcRMV1YUDFTKO_p9d-sA,4.5,chinese,62
1203,0.998794317,1,6i4PFQw19NJJc7GL2IkFLA,4.5,indian,4
1204,0.999457777,1,ehUuSk5gPTCQmwS_ubgKRA,4.5,italian,1699
1205,0.881402135,1,5tWpAFpF618KJxBhHJzF7g,4,chinese,58
1206,0.080029383,0,hyKnC3_a86vaY2iZUkygWw,3.5,mexican,226
1207,0.915667951,1,GBWMJJ4_rDWqiXJ7AvHAOg,4,japanese,618
1208,0.079061605,0,HkTeodZ690Lkukhui4INlA,3.5,thai,100
1209,0.998935401,1,IbB_7AxWQtDFW1iKnoD1Ug,4.5,indian,283
1210,0.999988914,1,pMdhVoZuxIQGYOD8tsWMpA,5,indian,3
1211,0.900894523,1,ujozQCThEuSfEXi5_6ZTPQ,4,japanese,220
1212,0.000818905,0,ov8JN2CZGk0fwDO3rtQYSg,3,thai,197
1213,0.000719352,0,5faOK0osoS-zdEwT21S-Cg,3,indian,292
1214,0.890674472,1,oqA75iXtO_h8YnsLmjLk8w,4,italian,71
1215,0.999990344,1,jfNc9_Of6ojLl4DVG9QKCw,5,mexican,1
1216,0.893271983,1,2zaFer47CnuerUmTfAjJ9A,4,japanese,35
1217,0.899247885,1,ymb0SvFrlcWm6k_Gx5SYcQ,4,japanese,179
1218,0.000722621,0,_MwxN8ai-KUfLIG7_cPCUg,3,mexican,13
1219,0.915728927,1,BF6pY829iPBERt15CG1g3w,4,thai,427
1220,0.902138412,1,NKDLr_aBy5WRX8-JR_SGyQ,4,mexican,155
1221,0.075018227,0,WyeBhonhjnjzzpuPJ1euvw,3.5,mexican,69
1222,0.076361395,0,X6A6a8hTPd1pZFNZE80TfA,3.5,mexican,112
1223,0.088541903,0,r_fUOUhz-pHZxFDV1hzy0w,3.5,italian,666
1224,0.999075174,1,I4FWrwXDC91lsfQLXYSeXA,4.5,thai,213
1225,0.880934775,1,czQm6Ull9V6b-64amhUMyA,4,chinese,48
1226,0.900805473,1,AvCJBefIeGDKOVEd9nFnww,4,thai,25
1227,0.099842608,0,cGqMEMQFtkB3hIGfLy2R3A,3.5,italian,963
1228,0.000752018,0,yzbIUIeDuSH58WgK32J7Fw,3,thai,6
1229,0.000696923,0,cWzdIJhEDZIjSGDpYGWy3Q,3,indian,221
1230,0.907294273,1,pG-IkylRFOb-HlaD8NwvvQ,4,mexican,289
1231,0.904415667,1,zcgPjeIpjYDDVbTar9mfAQ,4,thai,117
1232,0.08782386,0,EL5Y6BSinmUte5VW4Eh54Q,3.5,italian,646
1233,0.998958945,1,3PabSEZ2ESexVFZznyozVw,4.5,indian,333
1234,0.998879135,1,aLM9irVFlNoVlS9dGuW_Lg,4.5,italian,71
1235,0.898298025,1,C3OlQ_y5LcgboyaKlpETYA,4,italian,252
1236,0.073180504,0,tFIiJ49W47o7QjXNpMtlGQ,3.5,mexican,9
1237,0.075921588,0,6mCqJUpV16kkmeZ1-mLXBg,3.5,mexican,98
1238,0.225696504,1,QVWmn5jmy_TPmg0G71Dk5g,3.5,thai,2838
1239,0.074562088,0,jryzOo2UaHOeZqQkkezENA,3.5,italian,247
1240,0.889714301,1,6edguitPCW9Oh_aGX0ZswQ,4,italian,49
1241,0.999053895,1,_Ge2eC89Z-jlaDDWglfT8g,4.5,thai,162
1242,0.081897289,0,#NAME?,3.5,italian,475
1243,0.922240555,1,BEuZGvNlbM4tXq7YICyM6w,4,thai,623
1244,0.888171375,1,pX5QH2s3ttEGzZ5Xapr3QQ,4,italian,14
1245,0.998942196,1,#NAME?,4.5,mexican,8
1246,0.084436998,0,sDgN-TGeEz-wd8kWEUWwTA,3.5,indian,646
1247,0.07047908,0,dsxgbkIKyu7x7JgpAKeZPA,3.5,italian,111
1248,0.918029249,1,e7krRmyE5upHv2gsEOdR8w,4,mexican,591
1249,0.074334726,0,S37Fd4Jrwuv6R1DukmlqSQ,3.5,indian,336
1250,0.893298149,1,jj_SCEzBi_CdZWMTjTwf_Q,4,italian,132
1251,0.999061882,1,vQe7_ZW_jBSWKtgSiXGIOA,4.5,chinese,663
1252,0.067261815,0,yRJfv1ERRieWTX-uHCFDtg,3.5,indian,95
1253,0.897181928,1,PZWhzOHAkT6G20kNAOSQrw,4,mexican,32
1254,0.895939887,1,iK4T3NlzEqi9Fp619Q8-zA,4,mexican,2
1255,0.880277395,1,etU9gCufydWxkm44Y_esyA,4,chinese,34
1256,0.079068825,0,Q23LvHPuC9ajSbMEt8xoUw,3.5,japanese,293
1257,0.903026342,1,K54qUgd274Fj_LvHCjeSFw,4,japanese,274
1258,0.079648525,0,QTQrXWuowKHNFGNssXT_TA,3.5,thai,118
1259,0.078647353,0,oEZgjH40y-3SVYSD9tnUkQ,3.5,japanese,280
1260,0.902516663,1,EBIjeMlkgU12CyCcUDj-kg,4,japanese,261
1261,0.064342529,0,oVdiFY9zSvgW0u-J0DoKbw,3.5,chinese,85
1262,0.080272652,0,6Ydx_lx6xQX16UQ0y0LjVg,3.5,thai,137
1263,0.895449162,1,cBmZRsZmUfBg6eMPPM6ypA,4,italian,183
1264,0.082779847,0,jUO8GH4YfjW2wd9qyuAIzw,3.5,thai,212
1265,0.907444358,1,WyiTT3VHjzowMnOnUpZ7TQ,4,mexican,293
1266,0.90286082,1,qbLLdO0VEAWXGnygtQfoDQ,4,thai,77
1267,0.082813747,0,LZ8qWYoScZ_DlOg4QYfo4w,3.5,thai,213
1268,0.910451531,1,MwtXOkRUndPU-ivbtLD-bQ,4,thai,278
1269,0.062827379,0,QxyhvapwK86NPX-nzrKF2w,3.5,chinese,28
1270,0.064127907,0,m4Q7Te--vJwBPi6j1_1mfg,3.5,chinese,77
1271,0.927751839,1,m6bu1AGIIIM9GNn9_cjsmg,4,thai,801
1272,0.073624432,0,LNwaPEFd9gHu69lFtgYQOw,3.5,japanese,120
1273,0.999990344,1,x8Vfefln6gZY8l2_nKKuVw,5,mexican,1
1274,0.06962423,0,hmNxdAbt0tiGm8_vPdXCSA,3.5,indian,178
1275,0.92129457,1,ifGXrRqs-zp6ek7LsoozrQ,4,mexican,690
1276,0.932035744,1,bJgl6cDIBIMlgrntQbxt1g,4,japanese,1141
1277,0.886772096,1,GN4-wXUXgfuMO4KHa76J5w,4,indian,79
1278,0.900869668,1,2kPGo5wA33eBJj-OzA96tQ,4,mexican,123
1279,0.902059257,1,a4yyl1rPu2id2M33_ftKXw,4,mexican,153
1280,0.90608567,1,t5bLApk2dbQPJiLuzfy5tg,4,mexican,257
1281,0.998906493,1,6Uh0whZI_LgLGYATzL3S4w,4.5,japanese,30
1282,0.999003947,1,7qtIemPU3LlNix8CVWdhwA,4.5,mexican,143
1283,0.999258578,1,Xjswj531-FkRZPpcccU6kQ,4.5,mexican,805
1284,0.998987138,1,D9uG__LwKnsRT5jA6L1Wtg,4.5,thai,9
1285,7.26E-06,0,zpAfUYY5mghj9I5Lt-4MwA,2.5,thai,125
1286,0.998756528,1,2AFr9Q5cfWh_lkj2ChykDg,4.5,chinese,31
1287,0.887514591,1,rBUTVjRs5CcEMe3dfVRZJQ,4,chinese,192
1288,0.911285162,1,HLDKZXsi7TQ0P3rS2wd-UQ,4,thai,301
1289,0.998999655,1,Eh7rYMuvnTUbgBypPbPA2w,4.5,thai,37
1290,0.892546415,1,PVXtnoErBOxLd98kK8lS1w,4,japanese,18
1291,0.000659299,0,bSi2f2TaOr4RVTI5eFt0wQ,3,chinese,193
1292,0.897766769,1,f_1BjTChf6bobreSRpqhsw,4,italian,239
1293,0.000608964,0,2dmgtQTFM7koKllEQsZmhQ,3,chinese,15
1294,0.998941839,1,Pu09oBx1ekEZiFt90PsSIw,4.5,italian,200
1295,0.896546841,1,gvUSss0MIPnNC-rph2e3vQ,4,japanese,113
1296,0.889714301,1,uzEhT55QIdk9YbfFwmlRzQ,4,italian,49
1297,0.93187654,1,dgaNriM1VdI2nGochhHE_g,4,mexican,1039
1298,0.891540587,1,0ROpM3UcZhprN6dhwK2Hsw,4,italian,91
1299,5.83E-06,0,#NAME?,2.5,indian,22
1300,0.109535247,0,R5jpETY0OshPn-AeJjs0fA,3.5,mexican,1002
1301,0.922822416,1,GlPJPpKvPR4d8dmcSEYpdA,4,japanese,834
1302,0.890090585,1,0SqFgkdmfNWj9iUQgfghEA,4,indian,154
1303,4.42E-12,0,hgoT9kFq-6YtQ1C1z6FK0A,1,indian,3
1304,0.894061506,1,7S8g0G_Ndc3DS-kqsozq8Q,4,italian,150
1305,0.905933559,1,Sk-mHDPvuvlCjT1BGKoH4w,4,mexican,253
1306,4.42E-12,0,VyP6C-L9405boyQqWTN_mg,1,indian,3
1307,0.913849652,1,l44CFBTejwL0ElKmkH7xQQ,4,thai,373
1308,0.99923861,1,jdNdy-MwBtnXoBGC_JVvwQ,4.5,italian,938
1309,0.906290233,1,SZQqAil4kuXhNCLR7_6khg,4,thai,166
1310,0.899061143,1,reikN8SndmL5QAYl_qHm3g,4,mexican,78
1311,0.136740267,0,rYw5rQbWRX9buZHZbxqWdA,3.5,thai,1472
1312,0.000720367,0,difsr3Yw5VVY0FyIu6Un4g,3,mexican,6
1313,0.998944819,1,KrJ6m_TkxBAPPSNH-G7rvQ,4.5,japanese,110
1314,0.893976867,1,562aZEpTDdYKDe5hWuDyFA,4,italian,148
1315,0.906479657,1,OMu9_FqiziCCHD-SsMBUrQ,4,thai,171
1316,0.889959633,1,50eKjWOB-H9iuo1ocACOaQ,4,indian,151
1317,0.000704546,0,M358G7jMg0yn2nBB-v1O2Q,3,italian,149
1318,0.901965559,1,PpRcR8PPK3bdLCzAevOosw,4,japanese,247
1319,0.093254581,0,gGkkzrcHh1xS-S55OsuKsw,3.5,mexican,601
1320,0.902712822,1,ukTPwlzhb1lJva1RF3i86w,4,japanese,266
1321,0.077931114,0,b3XJAx3ru9FxB5gIxPZogg,3.5,thai,65
1322,0.999011159,1,xt8AcJzq61ksZbMJ1o--7Q,4.5,thai,63
1323,0.885601342,1,wMhJPpAQqmbGhOFErPh4zg,4,indian,53
1324,0.998932302,1,Sp-vnk-waTvKblG_88M4TA,4.5,italian,180
1325,0.883320153,1,3Y-beEWD9prfpSZXrQjMPg,4,indian,3
1326,0.90771538,1,n_NIY1KTi-R5DPkduEUKIw,4,italian,493
1327,0.998878062,1,Dng_LID2JNnc6M6A1FB19Q,4.5,italian,69
1328,0.99879384,1,7ei0rqEbo1LZJF_FsWEXUQ,4.5,indian,3
1329,0.932356894,1,Ve9eysLcTjGLbKp7tjOd9w,4,mexican,1056
1330,0.905637741,1,PajKY49h4SpvSr-TW3lwCQ,4,italian,438
1331,0.897051632,1,_nScWpFX3M1K7s30hFEsRw,4,indian,318
1332,0.886754513,1,mxjv5RgkTr5qw3wjr2fXmA,4,chinese,175
1333,0.998866081,1,W1pBIFhkjJwjTe2P7o57yg,4.5,italian,45
1334,0.998943031,1,izX40YJYnqBwlnhOEMcbEw,4.5,mexican,10
1335,0.911459684,1,P2CTp4xyaNCe2AXSiLeOSQ,4,italian,595
1336,5.60E-06,0,OHqazo2j-RLZnLWo_YRnDw,2.5,chinese,28
1337,0.962300599,1,FhXjAc6nKLf414KxYujUHw,4,italian,2629
1338,0.906100512,1,qusZ-K5tzM1EyOa1IEWCHA,4,thai,161
1339,0.06470333,0,yKmGGnebabFQ7gsgFzFG7g,3.5,indian,2
1340,0.000631093,0,VEjkxniAlG35cR3pjHvF-A,3,chinese,95
1341,0.901044607,1,4RK8BaFsBkfpUDSEkQ54gA,4,thai,31
1342,0.08502572,0,bFUVp77ApNkACqXvgiekPQ,3.5,indian,663
1343,0.065300331,0,V3mSoUHcuFQwDHBPLTSbdg,3.5,indian,24
1344,0.063117072,0,Ex_qolTE5syJ8so0NscfGw,3.5,chinese,39
1345,0.077802926,0,rdo_6F3iH2exAHqSsc6j-A,3.5,thai,61
1346,0.083631009,0,Xst2vGND8hy44VOmbLG3kQ,3.5,thai,237
1347,0.883228064,1,3vpqJK9Oz515AZR-bFW5Ig,4,indian,1
1348,0.066205315,0,Xzc4Ex6Vx4T-RBc3N9fW5g,3.5,indian,57
1349,0.904732764,1,iHwhkW0LLlu81ZCir-lFQA,4,japanese,318
1350,0.000809822,0,ybPMdh4XiTTwLWOMUXdwlw,3,thai,172
1351,0.907233953,1,Q1TpfbuPwKPFrNFyu-u2_g,4,thai,191
1352,0.942526579,1,16ZnHpuaaBt92XWeJHCC5A,4,italian,1638
1353,0.999991655,1,VVe74-TKuROBvyS1XgVmvw,5,mexican,339
1354,0.089555949,0,jDIVPYpxQAk1HUAi0NIlQw,3.5,italian,694
1355,0.955338538,1,M-odQWSEfsR2mVEw7nKG-g,4,thai,1944
1356,0.898858428,1,U02ibutbgrC3uQzEq4w2ww,4,mexican,73
1357,0.999051034,1,xtxcAUvrD4dWHJd0cwvW1A,4.5,japanese,348
1358,0.883458138,1,Yj8Tpy8tVf-fpct6_EUIhQ,4,indian,6
1359,0.0007196,0,0Zjp3JcxwNijCBWEKd7Nyg,3,japanese,100
1360,0.000687964,0,yC-GsIbqeQnoVd9LYiOabQ,3,indian,192
1361,0.074790105,0,9MIkAs75TQzdwljVkUoZEg,3.5,japanese,158
1362,0.99998951,1,vegSCksJy6SI8WUGttLH-w,5,italian,9
1363,0.899843931,1,GlKCDCSlxcMEduV7wyESxg,4,thai,1
1364,0.080173858,0,LQ6x_oaOhRrlG9i8p-Fubw,3.5,thai,134
1365,0.999988914,1,xDERYqY7CbIx4aAlKsLy-A,5,indian,2
1366,0.99890697,1,GBk_i2qnjMtQIt_ntJpzbw,4.5,japanese,31
1367,0.085183725,0,f0CAuvkgAByWo4ceT3u9uw,3.5,thai,282
1368,0.081902735,0,u5-S5ElOzXnavuZ2gFsCpg,3.5,thai,186
1369,0.079321966,0,lnUqcsrdbY6mK0HtkNFlng,3.5,thai,108
1370,0.897725344,1,mSUN6AosDrAuM9H29qEhgg,4,italian,238
1371,0.065137073,0,goIlFGh8EhPQ1fJlzn-NPw,3.5,indian,18
1372,0.072734669,0,h1_zWY2PVTZ5ul0RuiJ59g,3.5,italian,187
1373,0.999004185,1,Eyn7hQENF8R9DrBwBHO6lQ,4.5,thai,47
1374,0.998844624,1,WYdrEMBXzOcxffpQczHKww,4.5,italian,3
1375,0.902098715,1,cy0vBvZu2Eb4XtRFCp8Seg,4,mexican,154
1376,0.896975935,1,R6HNf-6vmUtT1L-44uK1gg,4,mexican,27
1377,0.891411066,1,JU5d81TYm7IJHWqOqJWMqw,4,italian,88
1378,0.897223115,1,4EGq0GMAJwGIrfhVg4PxVw,4,mexican,33
1379,0.999079823,1,7OMGEtFWT6sdd9TVuoGqJQ,4.5,japanese,417
1380,0.99895072,1,eODPY5rejL6CYvN4DEqwrg,4.5,italian,219
1381,0.065764971,0,Cq2IVq7VOlEzQ0YfdPqc-w,3.5,indian,41
1382,0.999022841,1,1_pK5aQ47atF50oAKHADhA,4.5,indian,475
1383,0.998930514,1,WNF_VEyAkld2E1xGvSb2sw,4.5,japanese,80
1384,0.899531007,1,8nmMip_O4vcPDcujTEa_TA,4,japanese,186
1385,0.072206192,0,7USePx0k_ENmwrw625X9kA,3.5,japanese,73
1386,0.074635565,0,QW1czVOqwkNet53Km_BIyQ,3.5,japanese,153
1387,0.094905846,0,gpt2U4ecZSCLmgVQPtkzbA,3.5,thai,548
1388,0.99893564,1,kr5fRwdHtVwPPwSJxm9Fkg,4.5,italian,187
1389,0.922016263,1,EbX_9tqAJs4gW51gZpOB7g,4,thai,616
1390,0.999989867,1,6-YOBkrlsDi_p4XhLFj8_w,5,japanese,1
1391,0.998995245,1,g4EXxoV0z_TnyWF8h9xMKQ,4.5,thai,27
1392,0.903338492,1,bS5PXrKty7EExK8tie0GJQ,4,japanese,282
1393,0.000725852,0,0KeuqyRSUAYLwMI-3ZAZJw,3,mexican,23
1394,0.062932581,0,ziwipi8JK_ik4mLaw1fTGw,3.5,chinese,32
1395,0.904880345,1,0k678lCWQyReNi0lARlOmw,4,chinese,611
1396,0.998939335,1,GVc1Eh-Welogn5qgaK-PFA,4.5,mexican,2
1397,0.999990582,1,aQZxNF1j3T_pKCOpGD79cg,5,mexican,73
1398,7.46E-06,0,VEN17aiuU6izPtC2rfJAGw,2.5,thai,187
1399,0.908540606,1,jc7lVTvmYMIK5RNpENtS6w,4,thai,226
1400,0.896106243,1,5ZFWfz5wimY1q-ChXVlYRQ,4,mexican,6
1401,0.000631766,0,pzVUUB9bXZMK8KvRLOoUWg,3,indian,1
1402,0.075647451,0,C8Ctyq7pXOPESK8cz_X2CA,3.5,italian,282
1403,0.076305717,0,6fjcZtaEtrmIas-WNss-eQ,3.5,italian,303
1404,0.062277544,0,36RURbd4JcyJfaq8pRbvXw,3.5,chinese,7
1405,0.077483296,0,w8mt6JTk8lUe7dTV6hASEw,3.5,thai,51
1406,0.999334633,1,fVbUVAiLiGgLA_nxBFxyww,4.5,japanese,1144
1407,0.914635599,1,_-EQR2vNYg-b1eZwAgp6JQ,4,indian,781
